"Year","Category","Nominee","Won"
"2000 (73rd)","ACTRESS IN A LEADING ROLE","The Contender ","no"
"2000 (73rd)","ACTRESS IN A LEADING ROLE","Chocolat ","no"
"2000 (73rd)","ACTRESS IN A LEADING ROLE","Requiem for a Dream ","no"
"2000 (73rd)","ACTRESS IN A LEADING ROLE","You Can Count on Me ","no"
"2000 (73rd)","ACTRESS IN A LEADING ROLE","Erin Brockovich ","yes"
"2000 (73rd)","ACTRESS IN A SUPPORTING ROLE","Chocolat ","no"
"2000 (73rd)","ACTRESS IN A SUPPORTING ROLE","Pollock ","yes"
"2000 (73rd)","ACTRESS IN A SUPPORTING ROLE","Almost Famous ","no"
"2000 (73rd)","ACTRESS IN A SUPPORTING ROLE","Almost Famous ","no"
"2000 (73rd)","ACTRESS IN A SUPPORTING ROLE","Billy Elliot ","no"
"2000 (73rd)","CINEMATOGRAPHY","Crouching Tiger; Hidden Dragon","yes"
"2000 (73rd)","CINEMATOGRAPHY","Gladiator","no"
"2000 (73rd)","CINEMATOGRAPHY","Mal?na","no"
"2000 (73rd)","CINEMATOGRAPHY","O Brother; Where Art Thou?","no"
"2000 (73rd)","CINEMATOGRAPHY","The Patriot","no"
"2000 (73rd)","COSTUME DESIGN","Crouching Tiger; Hidden Dragon","no"
"2000 (73rd)","COSTUME DESIGN","Dr. Seuss' How the Grinch Stole Christmas","no"
"2000 (73rd)","COSTUME DESIGN","Gladiator","yes"
"2000 (73rd)","COSTUME DESIGN","102 Dalmatians","no"
"2000 (73rd)","COSTUME DESIGN","Quills","no"
"2000 (73rd)","DIRECTING","Billy Elliot","no"
"2000 (73rd)","DIRECTING","Crouching Tiger; Hidden Dragon","no"
"2000 (73rd)","DIRECTING","Erin Brockovich","no"
"2000 (73rd)","DIRECTING","Gladiator","no"
"2000 (73rd)","DIRECTING","Traffic","yes"
"2000 (73rd)","FILM EDITING","Almost Famous","no"
"2000 (73rd)","FILM EDITING","Crouching Tiger; Hidden Dragon","no"
"2000 (73rd)","FILM EDITING","Gladiator","no"
"2000 (73rd)","FILM EDITING","Traffic","yes"
"2000 (73rd)","FILM EDITING","Wonder Boys","no"
"2000 (73rd)","BEST PICTURE","Chocolat","no"
"2000 (73rd)","BEST PICTURE","Crouching Tiger; Hidden Dragon","no"
"2000 (73rd)","BEST PICTURE","Erin Brockovich","no"
"2000 (73rd)","BEST PICTURE","Gladiator","yes"
"2000 (73rd)","BEST PICTURE","Traffic","no"
"2000 (73rd)","SOUND EDITING","Space Cowboys","no"
"2000 (73rd)","SOUND EDITING","U-571","yes"
"2001 (74th)","ACTOR IN A LEADING ROLE","A Beautiful Mind ","no"
"2001 (74th)","ACTOR IN A LEADING ROLE","I Am Sam ","no"
"2001 (74th)","ACTOR IN A LEADING ROLE","Ali ","no"
"2001 (74th)","ACTOR IN A LEADING ROLE","Training Day ","yes"
"2001 (74th)","ACTOR IN A LEADING ROLE","In the Bedroom ","no"
"2001 (74th)","ACTOR IN A SUPPORTING ROLE","Iris ","yes"
"2001 (74th)","ACTOR IN A SUPPORTING ROLE","Training Day ","no"
"2001 (74th)","ACTOR IN A SUPPORTING ROLE","Sexy Beast ","no"
"2001 (74th)","ACTOR IN A SUPPORTING ROLE","The Lord of the Rings: The Fellowship of the Ring ","no"
"2001 (74th)","ACTOR IN A SUPPORTING ROLE","Ali ","no"
"2001 (74th)","ACTRESS IN A LEADING ROLE","Monster's Ball ","yes"
"2001 (74th)","ACTRESS IN A LEADING ROLE","Iris ","no"
"2001 (74th)","ACTRESS IN A LEADING ROLE","Moulin Rouge ","no"
"2001 (74th)","ACTRESS IN A LEADING ROLE","In the Bedroom ","no"
"2001 (74th)","ACTRESS IN A LEADING ROLE","Bridget Jones's Diary ","no"
"2001 (74th)","ACTRESS IN A SUPPORTING ROLE","A Beautiful Mind ","yes"
"2001 (74th)","ACTRESS IN A SUPPORTING ROLE","Gosford Park ","no"
"2001 (74th)","ACTRESS IN A SUPPORTING ROLE","Gosford Park ","no"
"2001 (74th)","ACTRESS IN A SUPPORTING ROLE","In the Bedroom ","no"
"2001 (74th)","ACTRESS IN A SUPPORTING ROLE","Iris ","no"
"2001 (74th)","CINEMATOGRAPHY","Am?lie","no"
"2001 (74th)","CINEMATOGRAPHY","Black Hawk Down","no"
"2001 (74th)","CINEMATOGRAPHY","The Lord of the Rings: The Fellowship of the Ring","yes"
"2001 (74th)","CINEMATOGRAPHY","The Man Who Wasn't There","no"
"2001 (74th)","CINEMATOGRAPHY","Moulin Rouge","no"
"2001 (74th)","COSTUME DESIGN","The Affair of the Necklace","no"
"2001 (74th)","COSTUME DESIGN","Gosford Park","no"
"2001 (74th)","COSTUME DESIGN","Harry Potter and the Sorcerer's Stone","no"
"2001 (74th)","COSTUME DESIGN","The Lord of the Rings: The Fellowship of the Ring","no"
"2001 (74th)","COSTUME DESIGN","Moulin Rouge","yes"
"2001 (74th)","DIRECTING","A Beautiful Mind","yes"
"2001 (74th)","DIRECTING","Black Hawk Down","no"
"2001 (74th)","DIRECTING","Gosford Park","no"
"2001 (74th)","DIRECTING","The Lord of the Rings: The Fellowship of the Ring","no"
"2001 (74th)","DIRECTING","Mulholland Drive","no"
"2001 (74th)","FILM EDITING","A Beautiful Mind","no"
"2001 (74th)","FILM EDITING","Black Hawk Down","yes"
"2001 (74th)","FILM EDITING","The Lord of the Rings: The Fellowship of the Ring","no"
"2001 (74th)","FILM EDITING","Memento","no"
"2001 (74th)","FILM EDITING","Moulin Rouge","no"
"2001 (74th)","BEST PICTURE","A Beautiful Mind","yes"
"2001 (74th)","BEST PICTURE","Gosford Park","no"
"2001 (74th)","BEST PICTURE","In the Bedroom","no"
"2001 (74th)","BEST PICTURE","The Lord of the Rings: The Fellowship of the Ring","no"
"2001 (74th)","BEST PICTURE","Moulin Rouge","no"
"2001 (74th)","SOUND EDITING","Monsters; Inc.","no"
"2001 (74th)","SOUND EDITING","Pearl Harbor","yes"
"2002 (75th)","ACTOR IN A LEADING ROLE","The Pianist ","yes"
"2002 (75th)","ACTOR IN A LEADING ROLE","Adaptation ","no"
"2002 (75th)","ACTOR IN A LEADING ROLE","The Quiet American ","no"
"2002 (75th)","ACTOR IN A LEADING ROLE","Gangs of New York ","no"
"2002 (75th)","ACTOR IN A LEADING ROLE","About Schmidt ","no"
"2002 (75th)","ACTOR IN A SUPPORTING ROLE","Adaptation ","yes"
"2002 (75th)","ACTOR IN A SUPPORTING ROLE","The Hours ","no"
"2002 (75th)","ACTOR IN A SUPPORTING ROLE","Road to Perdition ","no"
"2002 (75th)","ACTOR IN A SUPPORTING ROLE","Chicago ","no"
"2002 (75th)","ACTOR IN A SUPPORTING ROLE","Catch Me If You Can ","no"
"2002 (75th)","ACTRESS IN A LEADING ROLE","Frida ","no"
"2002 (75th)","ACTRESS IN A LEADING ROLE","The Hours ","yes"
"2002 (75th)","ACTRESS IN A LEADING ROLE","Unfaithful ","no"
"2002 (75th)","ACTRESS IN A LEADING ROLE","Far from Heaven ","no"
"2002 (75th)","ACTRESS IN A LEADING ROLE","Chicago ","no"
"2002 (75th)","ACTRESS IN A SUPPORTING ROLE","About Schmidt ","no"
"2002 (75th)","ACTRESS IN A SUPPORTING ROLE","The Hours ","no"
"2002 (75th)","ACTRESS IN A SUPPORTING ROLE","Chicago ","no"
"2002 (75th)","ACTRESS IN A SUPPORTING ROLE","Adaptation ","no"
"2002 (75th)","ACTRESS IN A SUPPORTING ROLE","Chicago ","yes"
"2002 (75th)","CINEMATOGRAPHY","Chicago","no"
"2002 (75th)","CINEMATOGRAPHY","Far from Heaven","no"
"2002 (75th)","CINEMATOGRAPHY","Gangs of New York","no"
"2002 (75th)","CINEMATOGRAPHY","The Pianist","no"
"2002 (75th)","CINEMATOGRAPHY","Road to Perdition","yes"
"2002 (75th)","COSTUME DESIGN","Chicago","yes"
"2002 (75th)","COSTUME DESIGN","Frida","no"
"2002 (75th)","COSTUME DESIGN","Gangs of New York","no"
"2002 (75th)","COSTUME DESIGN","The Hours","no"
"2002 (75th)","COSTUME DESIGN","The Pianist","no"
"2002 (75th)","DIRECTING","Chicago","no"
"2002 (75th)","DIRECTING","Gangs of New York","no"
"2002 (75th)","DIRECTING","The Hours","no"
"2002 (75th)","DIRECTING","The Pianist","yes"
"2002 (75th)","DIRECTING","Talk to Her","no"
"2002 (75th)","FILM EDITING","Chicago","yes"
"2002 (75th)","FILM EDITING","Gangs of New York","no"
"2002 (75th)","FILM EDITING","The Hours","no"
"2002 (75th)","FILM EDITING","The Lord of the Rings: The Two Towers","no"
"2002 (75th)","FILM EDITING","The Pianist","no"
"2002 (75th)","BEST PICTURE","Chicago","yes"
"2002 (75th)","BEST PICTURE","Gangs of New York","no"
"2002 (75th)","BEST PICTURE","The Hours","no"
"2002 (75th)","BEST PICTURE","The Lord of the Rings: The Two Towers","no"
"2002 (75th)","BEST PICTURE","The Pianist","no"
"2002 (75th)","SOUND EDITING","The Lord of the Rings: The Two Towers","yes"
"2002 (75th)","SOUND EDITING","Minority Report","no"
"2002 (75th)","SOUND EDITING","Road to Perdition","no"
"2003 (76th)","ACTOR IN A LEADING ROLE","Pirates of the Caribbean: The Curse of the Black P","no"
"2003 (76th)","ACTOR IN A LEADING ROLE","House of Sand and Fog ","no"
"2003 (76th)","ACTOR IN A LEADING ROLE","Cold Mountain ","no"
"2003 (76th)","ACTOR IN A LEADING ROLE","Lost in Translation ","no"
"2003 (76th)","ACTOR IN A LEADING ROLE","Mystic River ","yes"
"2003 (76th)","ACTOR IN A SUPPORTING ROLE","The Cooler ","no"
"2003 (76th)","ACTOR IN A SUPPORTING ROLE","21 Grams ","no"
"2003 (76th)","ACTOR IN A SUPPORTING ROLE","In America ","no"
"2003 (76th)","ACTOR IN A SUPPORTING ROLE","Mystic River ","yes"
"2003 (76th)","ACTOR IN A SUPPORTING ROLE","The Last Samurai ","no"
"2003 (76th)","ACTRESS IN A LEADING ROLE","Whale Rider ","no"
"2003 (76th)","ACTRESS IN A LEADING ROLE","Something's Gotta Give ","no"
"2003 (76th)","ACTRESS IN A LEADING ROLE","In America ","no"
"2003 (76th)","ACTRESS IN A LEADING ROLE","Monster ","yes"
"2003 (76th)","ACTRESS IN A LEADING ROLE","21 Grams ","no"
"2003 (76th)","ACTRESS IN A SUPPORTING ROLE","House of Sand and Fog ","no"
"2003 (76th)","ACTRESS IN A SUPPORTING ROLE","Pieces of April ","no"
"2003 (76th)","ACTRESS IN A SUPPORTING ROLE","Mystic River ","no"
"2003 (76th)","ACTRESS IN A SUPPORTING ROLE","Thirteen ","no"
"2003 (76th)","ACTRESS IN A SUPPORTING ROLE","Cold Mountain ","yes"
"2003 (76th)","CINEMATOGRAPHY","City of God","no"
"2003 (76th)","CINEMATOGRAPHY","Cold Mountain","no"
"2003 (76th)","CINEMATOGRAPHY","Girl with a Pearl Earring","no"
"2003 (76th)","CINEMATOGRAPHY","Master and Commander: The Far Side of the World","yes"
"2003 (76th)","CINEMATOGRAPHY","Seabiscuit","no"
"2003 (76th)","COSTUME DESIGN","Girl with a Pearl Earring","no"
"2003 (76th)","COSTUME DESIGN","The Last Samurai","no"
"2003 (76th)","COSTUME DESIGN","The Lord of the Rings: The Return of the King","yes"
"2003 (76th)","COSTUME DESIGN","Master and Commander: The Far Side of the World","no"
"2003 (76th)","COSTUME DESIGN","Seabiscuit","no"
"2003 (76th)","DIRECTING","City of God","no"
"2003 (76th)","DIRECTING","The Lord of the Rings: The Return of the King","yes"
"2003 (76th)","DIRECTING","Lost in Translation","no"
"2003 (76th)","DIRECTING","Master and Commander: The Far Side of the World","no"
"2003 (76th)","DIRECTING","Mystic River","no"
"2003 (76th)","FILM EDITING","City of God","no"
"2003 (76th)","FILM EDITING","Cold Mountain","no"
"2003 (76th)","FILM EDITING","The Lord of the Rings: The Return of the King","yes"
"2003 (76th)","FILM EDITING","Master and Commander: The Far Side of the World","no"
"2003 (76th)","FILM EDITING","Seabiscuit","no"
"2003 (76th)","BEST PICTURE","The Lord of the Rings: The Return of the King","yes"
"2003 (76th)","BEST PICTURE","Lost in Translation","no"
"2003 (76th)","BEST PICTURE","Master and Commander: The Far Side of the World","no"
"2003 (76th)","BEST PICTURE","Mystic River","no"
"2003 (76th)","BEST PICTURE","Seabiscuit","no"
"2003 (76th)","SOUND EDITING","Finding Nemo","no"
"2003 (76th)","SOUND EDITING","Master and Commander: The Far Side of the World","yes"
"2003 (76th)","SOUND EDITING","Pirates of the Caribbean: The Curse of the Black P","no"
"2003 (76th)","SOUND MIXING","The Last Samurai","no"
"2003 (76th)","SOUND MIXING","The Lord of the Rings: The Return of the King","yes"
"2003 (76th)","SOUND MIXING","Master and Commander: The Far Side of the World","no"
"2003 (76th)","SOUND MIXING","Pirates of the Caribbean: The Curse of the Black P","no"
"2003 (76th)","SOUND MIXING","Seabiscuit","no"
"2004 (77th)","ACTOR IN A LEADING ROLE","Hotel Rwanda ","no"
"2004 (77th)","ACTOR IN A LEADING ROLE","Finding Neverland ","no"
"2004 (77th)","ACTOR IN A LEADING ROLE","The Aviator ","no"
"2004 (77th)","ACTOR IN A LEADING ROLE","Million Dollar Baby ","no"
"2004 (77th)","ACTOR IN A LEADING ROLE","Ray ","yes"
"2004 (77th)","ACTOR IN A SUPPORTING ROLE","The Aviator ","no"
"2004 (77th)","ACTOR IN A SUPPORTING ROLE","Sideways ","no"
"2004 (77th)","ACTOR IN A SUPPORTING ROLE","Collateral ","no"
"2004 (77th)","ACTOR IN A SUPPORTING ROLE","Million Dollar Baby ","yes"
"2004 (77th)","ACTOR IN A SUPPORTING ROLE","Closer ","no"
"2004 (77th)","ACTRESS IN A LEADING ROLE","Being Julia ","no"
"2004 (77th)","ACTRESS IN A LEADING ROLE","Maria Full of Grace ","no"
"2004 (77th)","ACTRESS IN A LEADING ROLE","Vera Drake ","no"
"2004 (77th)","ACTRESS IN A LEADING ROLE","Million Dollar Baby ","yes"
"2004 (77th)","ACTRESS IN A LEADING ROLE","Eternal Sunshine of the Spotless Mind ","no"
"2004 (77th)","ACTRESS IN A SUPPORTING ROLE","The Aviator ","yes"
"2004 (77th)","ACTRESS IN A SUPPORTING ROLE","Kinsey ","no"
"2004 (77th)","ACTRESS IN A SUPPORTING ROLE","Sideways ","no"
"2004 (77th)","ACTRESS IN A SUPPORTING ROLE","Hotel Rwanda ","no"
"2004 (77th)","ACTRESS IN A SUPPORTING ROLE","Closer ","no"
"2004 (77th)","CINEMATOGRAPHY","The Aviator","yes"
"2004 (77th)","CINEMATOGRAPHY","House of Flying Daggers","no"
"2004 (77th)","CINEMATOGRAPHY","The Passion of the Christ","no"
"2004 (77th)","CINEMATOGRAPHY","The Phantom of the Opera","no"
"2004 (77th)","CINEMATOGRAPHY","A Very Long Engagement","no"
"2004 (77th)","COSTUME DESIGN","The Aviator","yes"
"2004 (77th)","COSTUME DESIGN","Finding Neverland","no"
"2004 (77th)","COSTUME DESIGN","Lemony Snicket's A Series of Unfortunate Events","no"
"2004 (77th)","COSTUME DESIGN","Ray","no"
"2004 (77th)","COSTUME DESIGN","Troy","no"
"2004 (77th)","DIRECTING","The Aviator","no"
"2004 (77th)","DIRECTING","Million Dollar Baby","yes"
"2004 (77th)","DIRECTING","Ray","no"
"2004 (77th)","DIRECTING","Sideways","no"
"2004 (77th)","DIRECTING","Vera Drake","no"
"2004 (77th)","FILM EDITING","The Aviator","yes"
"2004 (77th)","FILM EDITING","Collateral","no"
"2004 (77th)","FILM EDITING","Finding Neverland","no"
"2004 (77th)","FILM EDITING","Million Dollar Baby","no"
"2004 (77th)","FILM EDITING","Ray","no"
"2004 (77th)","BEST PICTURE","The Aviator","no"
"2004 (77th)","BEST PICTURE","Finding Neverland","no"
"2004 (77th)","BEST PICTURE","Million Dollar Baby","yes"
"2004 (77th)","BEST PICTURE","Ray","no"
"2004 (77th)","BEST PICTURE","Sideways","no"
"2004 (77th)","SOUND EDITING","The Incredibles","yes"
"2004 (77th)","SOUND EDITING","The Polar Express","no"
"2004 (77th)","SOUND EDITING","Spider-Man 2","no"
"2004 (77th)","SOUND MIXING","The Aviator","no"
"2004 (77th)","SOUND MIXING","The Incredibles","no"
"2004 (77th)","SOUND MIXING","The Polar Express","no"
"2004 (77th)","SOUND MIXING","Ray","yes"
"2004 (77th)","SOUND MIXING","Spider-Man 2","no"
"2005 (78th)","ACTOR IN A LEADING ROLE","Capote ","yes"
"2005 (78th)","ACTOR IN A LEADING ROLE","Hustle & Flow ","no"
"2005 (78th)","ACTOR IN A LEADING ROLE","Brokeback Mountain ","no"
"2005 (78th)","ACTOR IN A LEADING ROLE","Walk the Line ","no"
"2005 (78th)","ACTOR IN A LEADING ROLE","Good Night; and Good Luck. ","no"
"2005 (78th)","ACTOR IN A SUPPORTING ROLE","Syriana ","yes"
"2005 (78th)","ACTOR IN A SUPPORTING ROLE","Crash ","no"
"2005 (78th)","ACTOR IN A SUPPORTING ROLE","Cinderella Man ","no"
"2005 (78th)","ACTOR IN A SUPPORTING ROLE","Brokeback Mountain ","no"
"2005 (78th)","ACTOR IN A SUPPORTING ROLE","A History of Violence ","no"
"2005 (78th)","ACTRESS IN A LEADING ROLE","Mrs. Henderson Presents ","no"
"2005 (78th)","ACTRESS IN A LEADING ROLE","Transamerica ","no"
"2005 (78th)","ACTRESS IN A LEADING ROLE","Pride & Prejudice ","no"
"2005 (78th)","ACTRESS IN A LEADING ROLE","North Country ","no"
"2005 (78th)","ACTRESS IN A LEADING ROLE","Walk the Line ","yes"
"2005 (78th)","ACTRESS IN A SUPPORTING ROLE","Junebug ","no"
"2005 (78th)","ACTRESS IN A SUPPORTING ROLE","Capote ","no"
"2005 (78th)","ACTRESS IN A SUPPORTING ROLE","North Country ","no"
"2005 (78th)","ACTRESS IN A SUPPORTING ROLE","The Constant Gardener ","yes"
"2005 (78th)","ACTRESS IN A SUPPORTING ROLE","Brokeback Mountain ","no"
"2005 (78th)","CINEMATOGRAPHY","Batman Begins","no"
"2005 (78th)","CINEMATOGRAPHY","Brokeback Mountain","no"
"2005 (78th)","CINEMATOGRAPHY","Good Night; and Good Luck.","no"
"2005 (78th)","CINEMATOGRAPHY","Memoirs of a Geisha","yes"
"2005 (78th)","CINEMATOGRAPHY","The New World","no"
"2005 (78th)","COSTUME DESIGN","Charlie and the Chocolate Factory","no"
"2005 (78th)","COSTUME DESIGN","Memoirs of a Geisha","yes"
"2005 (78th)","COSTUME DESIGN","Mrs. Henderson Presents","no"
"2005 (78th)","COSTUME DESIGN","Pride & Prejudice","no"
"2005 (78th)","COSTUME DESIGN","Walk the Line","no"
"2005 (78th)","DIRECTING","Brokeback Mountain","yes"
"2005 (78th)","DIRECTING","Capote","no"
"2005 (78th)","DIRECTING","Crash","no"
"2005 (78th)","DIRECTING","Good Night; and Good Luck.","no"
"2005 (78th)","DIRECTING","Munich","no"
"2005 (78th)","FILM EDITING","Cinderella Man","no"
"2005 (78th)","FILM EDITING","The Constant Gardener","no"
"2005 (78th)","FILM EDITING","Crash","yes"
"2005 (78th)","FILM EDITING","Munich","no"
"2005 (78th)","FILM EDITING","Walk the Line","no"
"2005 (78th)","BEST PICTURE","Brokeback Mountain","no"
"2005 (78th)","BEST PICTURE","Capote","no"
"2005 (78th)","BEST PICTURE","Crash","yes"
"2005 (78th)","BEST PICTURE","Good Night; and Good Luck.","no"
"2005 (78th)","BEST PICTURE","Munich","no"
"2005 (78th)","SOUND EDITING","King Kong","yes"
"2005 (78th)","SOUND EDITING","Memoirs of a Geisha","no"
"2005 (78th)","SOUND EDITING","War of the Worlds","no"
"2005 (78th)","SOUND MIXING","The Chronicles of Narnia: The Lion; the Witch and ","no"
"2005 (78th)","SOUND MIXING","King Kong","yes"
"2005 (78th)","SOUND MIXING","Memoirs of a Geisha","no"
"2005 (78th)","SOUND MIXING","Walk the Line","no"
"2005 (78th)","SOUND MIXING","War of the Worlds","no"
"2006 (79th)","ACTOR IN A LEADING ROLE","Blood Diamond ","no"
"2006 (79th)","ACTOR IN A LEADING ROLE","Half Nelson ","no"
"2006 (79th)","ACTOR IN A LEADING ROLE","Venus ","no"
"2006 (79th)","ACTOR IN A LEADING ROLE","The Pursuit of Happyness ","no"
"2006 (79th)","ACTOR IN A LEADING ROLE","The Last King of Scotland ","yes"
"2006 (79th)","ACTOR IN A SUPPORTING ROLE","Little Miss Sunshine ","yes"
"2006 (79th)","ACTOR IN A SUPPORTING ROLE","Little Children ","no"
"2006 (79th)","ACTOR IN A SUPPORTING ROLE","Blood Diamond ","no"
"2006 (79th)","ACTOR IN A SUPPORTING ROLE","Dreamgirls ","no"
"2006 (79th)","ACTOR IN A SUPPORTING ROLE","The Departed ","no"
"2006 (79th)","ACTRESS IN A LEADING ROLE","Volver ","no"
"2006 (79th)","ACTRESS IN A LEADING ROLE","Notes on a Scandal ","no"
"2006 (79th)","ACTRESS IN A LEADING ROLE","The Queen ","yes"
"2006 (79th)","ACTRESS IN A LEADING ROLE","The Devil Wears Prada ","no"
"2006 (79th)","ACTRESS IN A LEADING ROLE","Little Children ","no"
"2006 (79th)","ACTRESS IN A SUPPORTING ROLE","Babel ","no"
"2006 (79th)","ACTRESS IN A SUPPORTING ROLE","Notes on a Scandal ","no"
"2006 (79th)","ACTRESS IN A SUPPORTING ROLE","Little Miss Sunshine ","no"
"2006 (79th)","ACTRESS IN A SUPPORTING ROLE","Dreamgirls ","yes"
"2006 (79th)","ACTRESS IN A SUPPORTING ROLE","Babel ","no"
"2006 (79th)","CINEMATOGRAPHY","The Black Dahlia","no"
"2006 (79th)","CINEMATOGRAPHY","Children of Men","no"
"2006 (79th)","CINEMATOGRAPHY","The Illusionist","no"
"2006 (79th)","CINEMATOGRAPHY","Pan's Labyrinth","yes"
"2006 (79th)","CINEMATOGRAPHY","The Prestige","no"
"2006 (79th)","COSTUME DESIGN","Curse of the Golden Flower","no"
"2006 (79th)","COSTUME DESIGN","The Devil Wears Prada","no"
"2006 (79th)","COSTUME DESIGN","Dreamgirls","no"
"2006 (79th)","COSTUME DESIGN","Marie Antoinette","yes"
"2006 (79th)","COSTUME DESIGN","The Queen","no"
"2006 (79th)","DIRECTING","Babel","no"
"2006 (79th)","DIRECTING","The Departed","yes"
"2006 (79th)","DIRECTING","Letters from Iwo Jima","no"
"2006 (79th)","DIRECTING","The Queen","no"
"2006 (79th)","DIRECTING","United 93","no"
"2006 (79th)","FILM EDITING","Babel","no"
"2006 (79th)","FILM EDITING","Blood Diamond","no"
"2006 (79th)","FILM EDITING","Children of Men","no"
"2006 (79th)","FILM EDITING","The Departed","yes"
"2006 (79th)","FILM EDITING","United 93","no"
"2006 (79th)","BEST PICTURE","Babel","no"
"2006 (79th)","BEST PICTURE","The Departed","yes"
"2006 (79th)","BEST PICTURE","Letters from Iwo Jima","no"
"2006 (79th)","BEST PICTURE","Little Miss Sunshine","no"
"2006 (79th)","BEST PICTURE","The Queen","no"
"2006 (79th)","SOUND EDITING","Apocalypto","no"
"2006 (79th)","SOUND EDITING","Blood Diamond","no"
"2006 (79th)","SOUND EDITING","Flags of Our Fathers","no"
"2006 (79th)","SOUND EDITING","Letters from Iwo Jima","yes"
"2006 (79th)","SOUND EDITING","Pirates of the Caribbean: Dead Man's Chest","no"
"2006 (79th)","SOUND MIXING","Apocalypto","no"
"2006 (79th)","SOUND MIXING","Blood Diamond","no"
"2006 (79th)","SOUND MIXING","Dreamgirls","yes"
"2006 (79th)","SOUND MIXING","Flags of Our Fathers","no"
"2006 (79th)","SOUND MIXING","Pirates of the Caribbean: Dead Man's Chest","no"
"2007 (80th)","ACTOR IN A LEADING ROLE","Michael Clayton ","no"
"2007 (80th)","ACTOR IN A LEADING ROLE","There Will Be Blood ","yes"
"2007 (80th)","ACTOR IN A LEADING ROLE","Sweeney Todd The Demon Barber of Fleet Street ","no"
"2007 (80th)","ACTOR IN A LEADING ROLE","In the Valley of Elah ","no"
"2007 (80th)","ACTOR IN A LEADING ROLE","Eastern Promises ","no"
"2007 (80th)","ACTOR IN A SUPPORTING ROLE","The Assassination of Jesse James by the Coward Rob","no"
"2007 (80th)","ACTOR IN A SUPPORTING ROLE","No Country for Old Men ","yes"
"2007 (80th)","ACTOR IN A SUPPORTING ROLE","Charlie Wilson's War ","no"
"2007 (80th)","ACTOR IN A SUPPORTING ROLE","Into the Wild ","no"
"2007 (80th)","ACTOR IN A SUPPORTING ROLE","Michael Clayton ","no"
"2007 (80th)","ACTRESS IN A LEADING ROLE","Elizabeth: The Golden Age ","no"
"2007 (80th)","ACTRESS IN A LEADING ROLE","Away from Her ","no"
"2007 (80th)","ACTRESS IN A LEADING ROLE","La Vie en Rose ","yes"
"2007 (80th)","ACTRESS IN A LEADING ROLE","The Savages ","no"
"2007 (80th)","ACTRESS IN A LEADING ROLE","Juno ","no"
"2007 (80th)","ACTRESS IN A SUPPORTING ROLE","I'm Not There ","no"
"2007 (80th)","ACTRESS IN A SUPPORTING ROLE","American Gangster ","no"
"2007 (80th)","ACTRESS IN A SUPPORTING ROLE","Atonement ","no"
"2007 (80th)","ACTRESS IN A SUPPORTING ROLE","Gone Baby Gone ","no"
"2007 (80th)","ACTRESS IN A SUPPORTING ROLE","Michael Clayton ","yes"
"2007 (80th)","CINEMATOGRAPHY","The Assassination of Jesse James by the Coward Rob","no"
"2007 (80th)","CINEMATOGRAPHY","Atonement","no"
"2007 (80th)","CINEMATOGRAPHY","The Diving Bell and the Butterfly","no"
"2007 (80th)","CINEMATOGRAPHY","No Country for Old Men","no"
"2007 (80th)","CINEMATOGRAPHY","There Will Be Blood","yes"
"2007 (80th)","COSTUME DESIGN","Across the Universe","no"
"2007 (80th)","COSTUME DESIGN","Atonement","no"
"2007 (80th)","COSTUME DESIGN","Elizabeth: The Golden Age","yes"
"2007 (80th)","COSTUME DESIGN","La Vie en Rose","no"
"2007 (80th)","COSTUME DESIGN","Sweeney Todd The Demon Barber of Fleet Street","no"
"2007 (80th)","DIRECTING","The Diving Bell and the Butterfly","no"
"2007 (80th)","DIRECTING","Juno","no"
"2007 (80th)","DIRECTING","Michael Clayton","no"
"2007 (80th)","DIRECTING","No Country for Old Men","yes"
"2007 (80th)","DIRECTING","There Will Be Blood","no"
"2007 (80th)","FILM EDITING","The Bourne Ultimatum","yes"
"2007 (80th)","FILM EDITING","The Diving Bell and the Butterfly","no"
"2007 (80th)","FILM EDITING","Into the Wild","no"
"2007 (80th)","FILM EDITING","No Country for Old Men","no"
"2007 (80th)","FILM EDITING","There Will Be Blood","no"
"2007 (80th)","BEST PICTURE","Atonement","no"
"2007 (80th)","BEST PICTURE","Juno","no"
"2007 (80th)","BEST PICTURE","Michael Clayton","no"
"2007 (80th)","BEST PICTURE","No Country for Old Men","yes"
"2007 (80th)","BEST PICTURE","There Will Be Blood","no"
"2007 (80th)","SOUND EDITING","The Bourne Ultimatum","yes"
"2007 (80th)","SOUND EDITING","No Country for Old Men","no"
"2007 (80th)","SOUND EDITING","Ratatouille","no"
"2007 (80th)","SOUND EDITING","There Will Be Blood","no"
"2007 (80th)","SOUND EDITING","Transformers","no"
"2007 (80th)","SOUND MIXING","The Bourne Ultimatum","yes"
"2007 (80th)","SOUND MIXING","No Country for Old Men","no"
"2007 (80th)","SOUND MIXING","Ratatouille","no"
"2007 (80th)","SOUND MIXING","3:10 to Yuma","no"
"2007 (80th)","SOUND MIXING","Transformers","no"
"2008 (81st)","ACTOR IN A LEADING ROLE","The Visitor ","no"
"2008 (81st)","ACTOR IN A LEADING ROLE","Frost/Nixon ","no"
"2008 (81st)","ACTOR IN A LEADING ROLE","Milk ","yes"
"2008 (81st)","ACTOR IN A LEADING ROLE","The Curious Case of Benjamin Button ","no"
"2008 (81st)","ACTOR IN A LEADING ROLE","The Wrestler ","no"
