Year,Category,Nominee,Additional.Info,Won.
1944 (17th),CINEMATOGRAPHY (Black-and-White),Lifeboat,Glen MacWilliams,no
1944 (17th),CINEMATOGRAPHY (Black-and-White),Since You Went Away,Stanley Cortez; Lee Garmes,no
1944 (17th),CINEMATOGRAPHY (Black-and-White),Thirty Seconds over Tokyo,Robert Surtees; Harold Rosson,no
1944 (17th),CINEMATOGRAPHY (Black-and-White),The Uninvited,Charles Lang,no
1944 (17th),CINEMATOGRAPHY (Black-and-White),The White Cliffs of Dover,George Folsey,no
1944 (17th),CINEMATOGRAPHY (Color),Cover Girl,Rudolph Mat�; Allen M. Davey,no
1944 (17th),CINEMATOGRAPHY (Color),Home in Indiana,Edward Cronjager,no
1944 (17th),CINEMATOGRAPHY (Color),Kismet,Charles Rosher,no
1944 (17th),CINEMATOGRAPHY (Color),Lady in the Dark,Ray Rennahan,no
1944 (17th),CINEMATOGRAPHY (Color),Meet Me in St. Louis,George Folsey,no
1944 (17th),CINEMATOGRAPHY (Color),Wilson,Leon Shamroy,yes
1944 (17th),DIRECTING,Double Indemnity,Billy Wilder,no
1944 (17th),DIRECTING,Going My Way,Leo McCarey,yes
1944 (17th),DIRECTING,Laura,Otto Preminger,no
1944 (17th),DIRECTING,Lifeboat,Alfred Hitchcock,no
1944 (17th),DIRECTING,Wilson,Henry King,no
1944 (17th),DOCUMENTARY (Feature),The Fighting Lady,United States Navy,yes
1944 (17th),DOCUMENTARY (Feature),Resisting Enemy Interrogation,United States Army Air Force,no
1944 (17th),DOCUMENTARY (Short Subject),Arturo Toscanini,United States Office of War Information Overseas Motion Picture Bureau,no
1944 (17th),DOCUMENTARY (Short Subject),New Americans,RKO Radio,no
1944 (17th),DOCUMENTARY (Short Subject),With the Marines at Tarawa,United States Marine Corps,yes
1944 (17th),FILM EDITING,Going My Way,Leroy Stone,no
1944 (17th),FILM EDITING,Janie,Owen Marks,no
1944 (17th),FILM EDITING,None but the Lonely Heart,Roland Gross,no
1944 (17th),FILM EDITING,Since You Went Away,Hal C. Kern; James E. Newcom,no
1944 (17th),FILM EDITING,Wilson,Barbara McLean,yes
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Address Unknown,Morris Stoloff; Ernst Toch,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),The Adventures of Mark Twain,Max Steiner,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),The Bridge of San Luis Rey,Dimitri Tiomkin,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Casanova Brown,Arthur Lange,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Christmas Holiday,H. J. Salter,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Double Indemnity,Miklos Rozsa,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),The Fighting Seabees,Walter Scharf; Roy Webb,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),The Hairy Ape,Edward Paul; Michel Michelet,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),It Happened Tomorrow,Robert Stolz,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Jack London,Frederic Efrem Rich,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Kismet,Herbert Stothart,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),None but the Lonely Heart,Hanns Eisler; C. Bakaleinikoff,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),The Princess and the Pirate,David Rose,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Since You Went Away,Max Steiner,yes
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Summer Storm,Karl Hajos,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Three Russian Girls,Franke Harling,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Up in Mabel's Room,Edward Paul,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Voice in the Wind,Michel Michelet,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Wilson,Alfred Newman,no
1944 (17th),MUSIC (Music Score of a Dramatic or Comedy Picture),Woman of the Town,Miklos Rozsa,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Brazil,Walter Scharf,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Cover Girl,Morris Stoloff; Carmen Dragon,yes
1944 (17th),MUSIC (Scoring of a Musical Picture),Higher and Higher,C. Bakaleinikoff,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Hollywood Canteen,Ray Heindorf,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Irish Eyes Are Smiling,Alfred Newman,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Knickerbocker Holiday,Werner R. Heymann; Kurt Weill,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Lady in the Dark,Robert Emmett Dolan,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Lady; Let's Dance,Edward Kay,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Meet Me in St. Louis,Georgie Stoll,no
1944 (17th),MUSIC (Scoring of a Musical Picture),The Merry Monahans,H. J. Salter,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Minstrel Man,Ferde Grofe; Leo Erdody,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Sensations of 1945,Mahlon Merrick,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Song of the Open Road,Charles Previn,no
1944 (17th),MUSIC (Scoring of a Musical Picture),Up in Arms,Ray Heindorf; Louis Forbes,no
1944 (17th),MUSIC (Song),I Couldn't Sleep A Wink Last Night from Higher and Higher,Music by Jimmy McHugh; Lyrics by Harold Adamson,no
1944 (17th),MUSIC (Song),I'll Walk Alone from Follow the Boys,Music by Jule Styne; Lyrics by Sammy Cahn,no
1944 (17th),MUSIC (Song),I'm Making Believe from Sweet and Lowdown,Music by James V. Monaco; Lyrics by Mack Gordon,no
1944 (17th),MUSIC (Song),Long Ago And Far Away from Cover Girl,Music by Jerome Kern; Lyrics by Ira Gershwin,no
1944 (17th),MUSIC (Song),Now I Know from Up in Arms,Music by Harold Arlen; Lyrics by Ted Koehler,no
1944 (17th),MUSIC (Song),Remember Me To Carolina from Minstrel Man,Music by Harry Revel; Lyrics by Paul Webster,no
1944 (17th),MUSIC (Song),Rio De Janeiro from Brazil,Music by Ary Barroso; Lyrics by Ned Washington,no
1944 (17th),MUSIC (Song),Silver Shadows And Golden Dreams from Lady; Let's Dance,Music by Lew Pollack; Lyrics by Charles Newman,no
1944 (17th),MUSIC (Song),Sweet Dreams Sweetheart from Hollywood Canteen,Music by M. K. Jerome; Lyrics by Ted Koehler,no
1944 (17th),MUSIC (Song),Swinging On A Star from Going My Way,Music by James Van Heusen; Lyrics by Johnny Burke,yes
1944 (17th),MUSIC (Song),Too Much In Love from Song of the Open Road,Music by Walter Kent; Lyrics by Kim Gannon,no
1944 (17th),MUSIC (Song),The Trolley Song from Meet Me in St. Louis,Music and Lyrics by Ralph Blane and Hugh Martin,no
1944 (17th),BEST MOTION PICTURE,Double Indemnity,Paramount,no
1944 (17th),BEST MOTION PICTURE,Gaslight,Metro-Goldwyn-Mayer,no
1944 (17th),BEST MOTION PICTURE,Going My Way,Paramount,yes
1944 (17th),BEST MOTION PICTURE,Since You Went Away,Selznick International Pictures,no
1944 (17th),BEST MOTION PICTURE,Wilson,20th Century-Fox,no
1944 (17th),SHORT SUBJECT (Cartoon),And to Think I Saw It on Mulberry Street,George Pal; Producer,no
1944 (17th),SHORT SUBJECT (Cartoon),Dog; Cat and Canary,Screen Gems,no
1944 (17th),SHORT SUBJECT (Cartoon),Fish Fry,Walter Lantz; Producer,no
1944 (17th),SHORT SUBJECT (Cartoon),How to Play Football,Walt Disney; Producer,no
1944 (17th),SHORT SUBJECT (Cartoon),Mouse Trouble,Frederick C. Quimby; Producer,yes
1944 (17th),SHORT SUBJECT (Cartoon),My Boy Johnny,Paul Terry; Producer,no
1944 (17th),SHORT SUBJECT (Cartoon),Swooner Crooner,Warner Bros.,no
1944 (17th),SHORT SUBJECT (One-reel),Blue Grass Gentlemen,Edmund Reek; Producer,no
1944 (17th),SHORT SUBJECT (One-reel),Jammin' the Blues,Gordon Hollingshead; Producer,no
1944 (17th),SHORT SUBJECT (One-reel),Movie Pests,Pete Smith; Producer,no
1944 (17th),SHORT SUBJECT (One-reel),Screen Snapshots' 50th Anniversary of Motion Pictures,Ralph Staub; Producer,no
1944 (17th),SHORT SUBJECT (One-reel),Who's Who in Animal Land,Jerry Fairbanks; Producer,yes
1944 (17th),SHORT SUBJECT (Two-reel),Bombalera,Louis Harris; Producer,no
1944 (17th),SHORT SUBJECT (Two-reel),I Won't Play,Gordon Hollingshead; Producer,yes
1944 (17th),SHORT SUBJECT (Two-reel),Main Street Today,Jerry Bresler; Producer; Herbert Moulton; Associate Producer,no
1944 (17th),SOUND RECORDING,Brazil,Republic Studio Sound Department; Daniel J. Bloomberg; Sound Director,no
1944 (17th),SOUND RECORDING,Casanova Brown,Samuel Goldwyn Studio Sound Department; Thomas T. Moulton; Sound Director,no
1944 (17th),SOUND RECORDING,Cover Girl,Columbia Studio Sound Department; John Livadary; Sound Director,no
1944 (17th),SOUND RECORDING,Double Indemnity,Paramount Studio Sound Department; Loren L. Ryder; Sound Director,no
1944 (17th),SOUND RECORDING,His Butler's Sister,Universal Studio Sound Department; Bernard B. Brown; Sound Director,no
1944 (17th),SOUND RECORDING,Hollywood Canteen,Warner Bros. Studio Sound Department; Nathan Levinson; Sound Director,no
1944 (17th),SOUND RECORDING,It Happened Tomorrow,Sound Service; Inc.; Jack Whitney; Sound Director,no
1944 (17th),SOUND RECORDING,Kismet,Metro-Goldwyn-Mayer Studio Sound Department; Douglas Shearer; Sound Director,no
1944 (17th),SOUND RECORDING,Music in Manhattan,RKO Radio Studio Sound Department; Stephen Dunn; Sound Director,no
1944 (17th),SOUND RECORDING,Voice in the Wind,RCA Sound; W. M. Dalgleish; Sound Director,no
1944 (17th),SOUND RECORDING,Wilson,20th Century-Fox Studio Sound Department; E. H. Hansen; Sound Director,yes
1944 (17th),SPECIAL EFFECTS,The Adventures of Mark Twain,Photographic Effects by Paul Detlefsen; John Crouse; Sound Effects by Nathan Levinson,no
1944 (17th),SPECIAL EFFECTS,Days of Glory,Photographic Effects by Vernon L. Walker; Sound Effects by James G. Stewart; Roy Granville,no
1944 (17th),SPECIAL EFFECTS,Secret Command,Photographic Effects by David Allen; Ray Cory; Robert Wright; Sound Effects by Russell Malmgren; Harry Kusnick,no
1944 (17th),SPECIAL EFFECTS,Since You Went Away,Photographic Effects by John R. Cosgrove; Sound Effects by Arthur Johns,no
1944 (17th),SPECIAL EFFECTS,The Story of Dr. Wassell,Photographic Effects by Gordon Jennings; Farciot Edouart; Sound Effects by George Dutton,no
1944 (17th),SPECIAL EFFECTS,Thirty Seconds over Tokyo,Photographic Effects by A. Arnold Gillespie; Donald Jahraus; Warren Newcombe; Sound Effects by Douglas Shearer,yes
1944 (17th),SPECIAL EFFECTS,Wilson,Photographic Effects by Fred Sersen; Sound Effects by Roger Heman,no
1944 (17th),WRITING (Original Motion Picture Story),Going My Way,Leo McCarey,yes
1944 (17th),WRITING (Original Motion Picture Story),A Guy Named Joe,Chandler Sprague; David Boehm,no
1944 (17th),WRITING (Original Motion Picture Story),Lifeboat,John Steinbeck,no
1944 (17th),WRITING (Original Motion Picture Story),None Shall Escape,Alfred Neumann; Joseph Than,no
1944 (17th),WRITING (Original Motion Picture Story),The Sullivans,Edward Doherty; Jules Schermer,no
1944 (17th),WRITING (Original Screenplay),Hail the Conquering Hero,Preston Sturges,no
1944 (17th),WRITING (Original Screenplay),The Miracle of Morgan's Creek,Preston Sturges,no
1944 (17th),WRITING (Original Screenplay),Two Girls and a Sailor,Richard Connell; Gladys Lehman,no
1944 (17th),WRITING (Original Screenplay),Wilson,Lamar Trotti,yes
1944 (17th),WRITING (Original Screenplay),Wing and a Prayer,Jerome Cady,no
1944 (17th),WRITING (Screenplay),Double Indemnity,Billy Wilder; Raymond Chandler,no
1944 (17th),WRITING (Screenplay),Gaslight,John Van Druten; Walter Reisch; John L. Balderston,no
1944 (17th),WRITING (Screenplay),Going My Way,Frank Butler; Frank Cavett,yes
1944 (17th),WRITING (Screenplay),Laura,Jay Dratler; Samuel Hoffenstein; Betty Reinhardt,no
1944 (17th),WRITING (Screenplay),Meet Me in St. Louis,Irving Brecher; Fred F. Finklehoffe,no
1944 (17th),SPECIAL AWARD,To Margaret O'Brien; outstanding child actress of 1944.,NA,yes
1944 (17th),SPECIAL AWARD,To Bob Hope for his many services to the Academy.,NA,yes
1944 (17th),IRVING G. THALBERG MEMORIAL AWARD,Darryl F. Zanuck,NA,yes
1944 (17th),SCIENTIFIC OR TECHNICAL AWARD (Class II),To STEPHEN DUNN and the RKO RADIO STUDIO SOUND DEPARTMENT and RADIO CORPORATION OF AMERICA for the design and development of the electronic compressor-limiter. ,NA,yes
1944 (17th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To LINWOOD DUNN; CECIL LOVE and ACME TOOL AND MANUFACTURING COMPANY for the design and construction of the Acme-Dunn Optical Printer. ,NA,yes
1944 (17th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To GROVER LAUBE and the 20TH CENTURY-FOX STUDIO CAMERA DEPARTMENT for the development of a continuous loop projection device. ,NA,yes
1944 (17th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To WESTERN ELECTRIC COMPANY for the design and construction of the 1126A Limiting Amplifier for variable density sound recording. ,NA,yes
1944 (17th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To RUSSELL BROWN; RAY HINSDALE and JOSEPH E. ROBBINS for the development and production use of the Paramount floating hydraulic boat rocker. ,NA,yes
1944 (17th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To GORDON JENNINGS for the design and construction of the Paramount nodal point tripod. ,NA,yes
1944 (17th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To RADIO CORPORATION OF AMERICA and the RKO RADIO STUDIO SOUND DEPARTMENT for the design and construction of the RKO reverberation chamber. ,NA,yes
1944 (17th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To DANIEL J. BLOOMBERG and the REPUBLIC STUDIO SOUND DEPARTMENT for the design and development of a multi-interlock selector switch. ,NA,yes
1944 (17th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To BERNARD B. BROWN and JOHN P. LIVADARY for the design and engineering of a separate soloist and chorus recording room. ,NA,yes
1944 (17th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To PAUL ZEFF; S. J. TWINING and GEORGE SEID of the Columbia Studio Laboratory for the formula and application to production of a simplified variable area sound negative developer. ,NA,yes
1944 (17th),SCIENTIFIC OR TECHNICAL AWARD (Class III),To PAUL LERPAE for the design and construction of the Paramount traveling matte projection and photographing device. ,NA,yes
1945 (18th),ACTOR,The Bells of St. Mary's ,Bing Crosby,no
1945 (18th),ACTOR,Anchors Aweigh ,Gene Kelly,no
1945 (18th),ACTOR,The Lost Weekend ,Ray Milland,yes
1945 (18th),ACTOR,The Keys of the Kingdom ,Gregory Peck,no
1945 (18th),ACTOR,A Song to Remember ,Cornel Wilde,no
1945 (18th),ACTOR IN A SUPPORTING ROLE,Spellbound ,Michael Chekhov,no
1945 (18th),ACTOR IN A SUPPORTING ROLE,The Corn Is Green ,John Dall,no
1945 (18th),ACTOR IN A SUPPORTING ROLE,A Tree Grows in Brooklyn ,James Dunn,yes
1945 (18th),ACTOR IN A SUPPORTING ROLE,G. I. Joe ,Robert Mitchum,no
1945 (18th),ACTOR IN A SUPPORTING ROLE,A Medal for Benny ,J. Carrol Naish,no
1945 (18th),ACTRESS,The Bells of St. Mary's ,Ingrid Bergman,no
1945 (18th),ACTRESS,Mildred Pierce ,Joan Crawford,yes
1945 (18th),ACTRESS,The Valley of Decision ,Greer Garson,no
1945 (18th),ACTRESS,Love Letters ,Jennifer Jones,no
1945 (18th),ACTRESS,Leave Her to Heaven ,Gene Tierney,no
1945 (18th),ACTRESS IN A SUPPORTING ROLE,Mildred Pierce ,Eve Arden,no
1945 (18th),ACTRESS IN A SUPPORTING ROLE,Mildred Pierce ,Ann Blyth,no
1945 (18th),ACTRESS IN A SUPPORTING ROLE,The Picture of Dorian Gray ,Angela Lansbury,no
1945 (18th),ACTRESS IN A SUPPORTING ROLE,The Corn Is Green ,Joan Lorring,no
1945 (18th),ACTRESS IN A SUPPORTING ROLE,National Velvet ,Anne Revere,yes
1945 (18th),ART DIRECTION (Black-and-White),Blood on the Sun,Art Direction: Wiard Ihnen; Interior Decoration: A. Roland Fields,yes
1945 (18th),ART DIRECTION (Black-and-White),Experiment Perilous,Art Direction: Albert S. D'Agostino; Jack Okey; Interior Decoration: Darrell Silvera; Claude Carpenter,no
1945 (18th),ART DIRECTION (Black-and-White),The Keys of the Kingdom,Art Direction: James Basevi; William Darling; Interior Decoration: Thomas Little; Frank E. Hughes,no
1945 (18th),ART DIRECTION (Black-and-White),Love Letters,Art Direction: Hans Dreier; Roland Anderson; Interior Decoration: Sam Comer; Ray Moyer,no
1945 (18th),ART DIRECTION (Black-and-White),The Picture of Dorian Gray,Art Direction: Cedric Gibbons; Hans Peters; Interior Decoration: Edwin B. Willis; Hugh Hunt; John Bonar,no
1945 (18th),ART DIRECTION (Color),Frenchman's Creek,Art Direction: Hans Dreier; Ernst Fegte; Interior Decoration: Sam Comer,yes
1945 (18th),ART DIRECTION (Color),Leave Her to Heaven,Art Direction: Lyle Wheeler; Maurice Ransford; Interior Decoration: Thomas Little,no
1945 (18th),ART DIRECTION (Color),National Velvet,Art Direction: Cedric Gibbons; Urie McCleary; Interior Decoration: Edwin B. Willis; Mildred Griffiths,no
1945 (18th),ART DIRECTION (Color),San Antonio,Art Direction: Ted Smith; Interior Decoration: Jack McConaghy,no
1945 (18th),ART DIRECTION (Color),A Thousand and One Nights,Art Direction: Stephen Goosson; Rudolph Sternad; Interior Decoration: Frank Tuttle,no
1945 (18th),CINEMATOGRAPHY (Black-and-White),The Keys of the Kingdom,Arthur Miller,no
1945 (18th),CINEMATOGRAPHY (Black-and-White),The Lost Weekend,John F. Seitz,no
1945 (18th),CINEMATOGRAPHY (Black-and-White),Mildred Pierce,Ernest Haller,no
1945 (18th),CINEMATOGRAPHY (Black-and-White),The Picture of Dorian Gray,Harry Stradling,yes
1945 (18th),CINEMATOGRAPHY (Black-and-White),Spellbound,George Barnes,no
1945 (18th),CINEMATOGRAPHY (Color),Anchors Aweigh,Robert Planck; Charles Boyle,no
1945 (18th),CINEMATOGRAPHY (Color),Leave Her to Heaven,Leon Shamroy,yes
1945 (18th),CINEMATOGRAPHY (Color),National Velvet,Leonard Smith,no
1945 (18th),CINEMATOGRAPHY (Color),A Song to Remember,Tony Gaudio; Allen M. Davey,no
1945 (18th),CINEMATOGRAPHY (Color),The Spanish Main,George Barnes,no
1945 (18th),DIRECTING,The Bells of St. Mary's,Leo McCarey,no
1945 (18th),DIRECTING,The Lost Weekend,Billy Wilder,yes
1945 (18th),DIRECTING,National Velvet,Clarence Brown,no
1945 (18th),DIRECTING,The Southerner,Jean Renoir,no
1945 (18th),DIRECTING,Spellbound,Alfred Hitchcock,no
1945 (18th),DOCUMENTARY (Feature),The Last Bomb,United States Army Air Force,no
1945 (18th),DOCUMENTARY (Feature),The True Glory,The Governments of Great Britain and the United States of America,yes
1945 (18th),DOCUMENTARY (Short Subject),Hitler Lives?,Gordon Hollingshead; Producer,yes
1945 (18th),DOCUMENTARY (Short Subject),Library of Congress,United States Office of War Information Overseas Motion Picture Bureau,no
1945 (18th),DOCUMENTARY (Short Subject),To the Shores of Iwo Jima,United States Marine Corps,no
1945 (18th),FILM EDITING,The Bells of St. Mary's,Harry Marker,no
1945 (18th),FILM EDITING,The Lost Weekend,Doane Harrison,no
1945 (18th),FILM EDITING,National Velvet,Robert J. Kern,yes
1945 (18th),FILM EDITING,Objective; Burma!,George Amy,no
1945 (18th),FILM EDITING,A Song to Remember,Charles Nelson,no
1945 (18th),MUSIC (Music Score of a Dramatic or Comedy Picture),The Bells of St. Mary's,Robert Emmett Dolan,no
1945 (18th),MUSIC (Music Score of a Dramatic or Comedy Picture),Brewster's Millions,Lou Forbes,no
