"Year","AwardSeason","Category","CategoryType","Nominee","Additional Info","Won"
"2012","85","HONORARY AWARD",NA,"TO HAL NEEDHAM; AN INNOVATOR; MENTOR; AND MASTER TECHNICIAN WHO ELEVATED HIS CRAFT TO AN ART AND MADE THE IMPOSSIBLE LOOK EASY.",NA,"YES"
"2012","85","HONORARY AWARD",NA,"D.A. PENNEBAKER; WHO REDEFINED THE LANGUAGE",NA,"YES"
"2012","85","HONORARY AWARD",NA,"GEORGE STEVENS; JR.; A TIRELESS CHAMPION",NA,"YES"
"2012","85","SCIENTIFIC AND TECHNICAL AWARD","Academy Award of Merit","COOKE OPTICS LIMITED",NA,"YES"
"2012","85","SCIENTIFIC AND TECHNICAL AWARD","Scientific and Engineering Award","SIMON CLUTTERBUCK; JAMES JACOBS AND DR. RICHARD DORLING",NA,"YES"
"2012","85","SCIENTIFIC AND TECHNICAL AWARD","Scientific and Engineering Award","DR. PHILIP MCLAUCHLAN; ALLAN JAENICKE; JOHN-PAUL SMITH AND ROSS SHAIN",NA,"YES"
"2012","85","SCIENTIFIC AND TECHNICAL AWARD","Scientific and Engineering Award","JOE MURTHA; WILLIAM FREDERICK AND JIM MARKLAND",NA,"YES"
"2012","85","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","J.P. LEWIS; MATT CORDNER AND NICKSON FONG",NA,"YES"
"2012","85","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","LAWRENCE KESTELOOT; DREW OLBRICH AND DANIEL WEXLER",NA,"YES"
"2012","85","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","STEVE LAVIETES; BRIAN HALL AND JEREMY SELAN",NA,"YES"
"2012","85","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","THEODORE KIM; NILS THUEREY; DR. MARKUS GROSS AND DOUG JAMES",NA,"YES"
"2012","85","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","RICHARD MALL",NA,"YES"
"2012","85","JOHN A. BONNER MEDAL OF COMMENDATION",NA,"BILL TAYLOR IN APPRECIATION",NA,"YES"
"2013","86","ACTOR","LEADING ROLE","AMERICAN HUSTLE ","Christian Bale","NO"
"2013","86","ACTOR","LEADING ROLE","NEBRASKA ","Bruce Dern","NO"
"2013","86","ACTOR","LEADING ROLE","THE WOLF OF WALL STREET ","Leonardo DiCaprio","NO"
"2013","86","ACTOR","LEADING ROLE","12 YEARS A SLAVE ","Chiwetel Ejiofor","NO"
"2013","86","ACTOR","LEADING ROLE","DALLAS BUYERS CLUB ","Matthew McConaughey","YES"
"2013","86","ACTOR","SUPPORTING ROLE","CAPTAIN PHILLIPS ","Barkhad Abdi","NO"
"2013","86","ACTOR","SUPPORTING ROLE","AMERICAN HUSTLE ","Bradley Cooper","NO"
"2013","86","ACTOR","SUPPORTING ROLE","12 YEARS A SLAVE ","Michael Fassbender","NO"
"2013","86","ACTOR","SUPPORTING ROLE","THE WOLF OF WALL STREET ","Jonah Hill","NO"
"2013","86","ACTOR","SUPPORTING ROLE","DALLAS BUYERS CLUB ","Jared Leto","YES"
"2013","86","ACTRESS","LEADING ROLE","AMERICAN HUSTLE ","Amy Adams","NO"
"2013","86","ACTRESS","LEADING ROLE","BLUE JASMINE ","Cate Blanchett","YES"
"2013","86","ACTRESS","LEADING ROLE","GRAVITY ","Sandra Bullock","NO"
"2013","86","ACTRESS","LEADING ROLE","PHILOMENA ","Judi Dench","NO"
"2013","86","ACTRESS","LEADING ROLE","AUGUST: OSAGE COUNTY ","Meryl Streep","NO"
"2013","86","ACTRESS","SUPPORTING ROLE","BLUE JASMINE ","Sally Hawkins","NO"
"2013","86","ACTRESS","SUPPORTING ROLE","AMERICAN HUSTLE ","Jennifer Lawrence","NO"
"2013","86","ACTRESS","SUPPORTING ROLE","12 YEARS A SLAVE ","Lupita Nyong'o","YES"
"2013","86","ACTRESS","SUPPORTING ROLE","AUGUST: OSAGE COUNTY ","Julia Roberts","NO"
"2013","86","ACTRESS","SUPPORTING ROLE","NEBRASKA ","June Squibb","NO"
"2013","86","ANIMATED FEATURE FILM",NA,"THE CROODS","Chris Sanders; Kirk DeMicco and Kristine Belson","NO"
"2013","86","ANIMATED FEATURE FILM",NA,"DESPICABLE ME 2","Chris Renaud; Pierre Coffin and Chris Meledandri","NO"
"2013","86","ANIMATED FEATURE FILM",NA,"ERNEST & CELESTINE","Benjamin Renner and Didier Brunner","NO"
"2013","86","ANIMATED FEATURE FILM",NA,"FROZEN","Chris Buck; Jennifer Lee and Peter Del Vecho","YES"
"2013","86","ANIMATED FEATURE FILM",NA,"THE WIND RISES","Hayao Miyazaki and Toshio Suzuki","NO"
"2013","86","CINEMATOGRAPHY",NA,"THE GRANDMASTER","Philippe Le Sourd","NO"
"2013","86","CINEMATOGRAPHY",NA,"GRAVITY","Emmanuel Lubezki","YES"
"2013","86","CINEMATOGRAPHY",NA,"INSIDE LLEWYN DAVIS","Bruno Delbonnel","NO"
"2013","86","CINEMATOGRAPHY",NA,"NEBRASKA","Phedon Papamichael","NO"
"2013","86","CINEMATOGRAPHY",NA,"PRISONERS","Roger A. Deakins","NO"
"2013","86","COSTUME DESIGN",NA,"AMERICAN HUSTLE","Michael Wilkinson","NO"
"2013","86","COSTUME DESIGN",NA,"THE GRANDMASTER","William Chang Suk Ping","NO"
"2013","86","COSTUME DESIGN",NA,"THE GREAT GATSBY","Catherine Martin","YES"
"2013","86","COSTUME DESIGN",NA,"THE INVISIBLE WOMAN","Michael O'Connor","NO"
"2013","86","COSTUME DESIGN",NA,"12 YEARS A SLAVE","Patricia Norris","NO"
"2013","86","DIRECTING",NA,"AMERICAN HUSTLE","David O. Russell","NO"
"2013","86","DIRECTING",NA,"GRAVITY","Alfonso Cuarón","YES"
"2013","86","DIRECTING",NA,"NEBRASKA","Alexander Payne","NO"
"2013","86","DIRECTING",NA,"12 YEARS A SLAVE","Steve McQueen","NO"
"2013","86","DIRECTING",NA,"THE WOLF OF WALL STREET","Martin Scorsese","NO"
"2013","86","DOCUMENTARY","Feature","THE ACT OF KILLING","Joshua Oppenheimer and Signe Byrge Sørensen","NO"
"2013","86","DOCUMENTARY","Feature","CUTIE AND THE BOXER","Zachary Heinzerling and Lydia Dean Pilcher","NO"
"2013","86","DOCUMENTARY","Feature","DIRTY WARS","Richard Rowley and Jeremy Scahill","NO"
"2013","86","DOCUMENTARY","Feature","THE SQUARE","Jehane Noujaim and Karim Amer","NO"
"2013","86","DOCUMENTARY","Feature","20 FEET FROM STARDOM","Morgan Neville; Gil Friesen and Caitrin Rogers","YES"
"2013","86","DOCUMENTARY","Short Subject","CAVEDIGGER","Jeffrey Karoff","NO"
"2013","86","DOCUMENTARY","Short Subject","FACING FEAR","Jason Cohen","NO"
"2013","86","DOCUMENTARY","Short Subject","KARAMA HAS NO WALLS","Sara Ishaq","NO"
"2013","86","DOCUMENTARY","Short Subject","THE LADY IN NUMBER 6: MUSIC SAVED MY LIFE","Malcolm Clarke and Nicholas Reed","YES"
"2013","86","DOCUMENTARY","Short Subject","PRISON TERMINAL: THE LAST DAYS OF PRIVATE JACK HALL","Edgar Barens","NO"
"2013","86","FILM EDITING",NA,"AMERICAN HUSTLE","Jay Cassidy; Crispin Struthers and Alan Baumgarten","NO"
"2013","86","FILM EDITING",NA,"CAPTAIN PHILLIPS","Christopher Rouse","NO"
"2013","86","FILM EDITING",NA,"DALLAS BUYERS CLUB","John Mac McMurphy and Martin Pensa","NO"
"2013","86","FILM EDITING",NA,"GRAVITY","Alfonso Cuarón and Mark Sanger","YES"
"2013","86","FILM EDITING",NA,"12 YEARS A SLAVE","Joe Walker","NO"
"2013","86","FOREIGN LANGUAGE FILM",NA,"THE BROKEN CIRCLE BREAKDOWN","Belgium","NO"
"2013","86","FOREIGN LANGUAGE FILM",NA,"THE GREAT BEAUTY","Italy","YES"
"2013","86","FOREIGN LANGUAGE FILM",NA,"THE HUNT","Denmark","NO"
"2013","86","FOREIGN LANGUAGE FILM",NA,"THE MISSING PICTURE","Cambodia","NO"
"2013","86","FOREIGN LANGUAGE FILM",NA,"OMAR","Palestine","NO"
"2013","86","MAKEUP AND HAIRSTYLING",NA,"DALLAS BUYERS CLUB","Adruitha Lee and Robin Mathews","YES"
"2013","86","MAKEUP AND HAIRSTYLING",NA,"JACKASS PRESENTS: BAD GRANDPA","Stephen Prouty","NO"
"2013","86","MAKEUP AND HAIRSTYLING",NA,"THE LONE RANGER","Joel Harlow and Gloria Pasqua-Casny","NO"
"2013","86","MUSIC","Original Score","THE BOOK THIEF","John Williams","NO"
"2013","86","MUSIC","Original Score","GRAVITY","Steven Price","YES"
"2013","86","MUSIC","Original Score","HER","William Butler and Owen Pallett","NO"
"2013","86","MUSIC","Original Score","PHILOMENA","Alexandre Desplat","NO"
"2013","86","MUSIC","Original Score","SAVING MR. BANKS","Thomas Newman","NO"
"2013","86","MUSIC","Original Song","""ALONE YET NOT ALONE"" FROM ALONE YET NOT ALONE","Music by Bruce Broughton; Lyric by Dennis Spiegel","NO"
"2013","86","MUSIC","Original Song",NA,NA,"NO"
"2013","86","MUSIC","Original Song","""HAPPY"" FROM DESPICABLE ME 2","Music and Lyric by Pharrell Williams","NO"
"2013","86","MUSIC","Original Song","""LET IT GO"" FROM FROZEN","Music and Lyric by Kristen Anderson-Lopez and Robert Lopez","YES"
"2013","86","MUSIC","Original Song","""THE MOON SONG"" FROM HER","Music by Karen O; Lyric by Karen O and Spike Jonze","NO"
"2013","86","MUSIC","Original Song","""ORDINARY LOVE"" FROM MANDELA: LONG WALK TO FREEDOM","Music by Paul Hewson; Dave Evans; Adam Clayton and Larry Mullen; Lyric by Paul Hewson","NO"
"2013","86","BEST PICTURE",NA,"AMERICAN HUSTLE","Charles Roven; Richard Suckle; Megan Ellison and Jonathan Gordon; Producers","NO"
"2013","86","BEST PICTURE",NA,"CAPTAIN PHILLIPS","Scott Rudin; Dana Brunetti and Michael De Luca; Producers","NO"
"2013","86","BEST PICTURE",NA,"DALLAS BUYERS CLUB","Robbie Brenner and Rachel Winter; Producers","NO"
"2013","86","BEST PICTURE",NA,"GRAVITY","Alfonso Cuarón and David Heyman; Producers","NO"
"2013","86","BEST PICTURE",NA,"HER","Megan Ellison; Spike Jonze and Vincent Landay; Producers","NO"
"2013","86","BEST PICTURE",NA,"NEBRASKA","Albert Berger and Ron Yerxa; Producers","NO"
"2013","86","BEST PICTURE",NA,"PHILOMENA","Gabrielle Tana; Steve Coogan and Tracey Seaward; Producers","NO"
"2013","86","BEST PICTURE",NA,"12 YEARS A SLAVE","Brad Pitt; Dede Gardner; Jeremy Kleiner; Steve McQueen and Anthony Katagas; Producers","YES"
"2013","86","BEST PICTURE",NA,"THE WOLF OF WALL STREET","Martin Scorsese; Leonardo DiCaprio; Joey McFarland and Emma Tillinger Koskoff; Producers","NO"
"2013","86","PRODUCTION DESIGN",NA,"AMERICAN HUSTLE","Production Design: Judy Becker; Set Decoration: Heather Loeffler","NO"
"2013","86","PRODUCTION DESIGN",NA,"GRAVITY","Production Design: Andy Nicholson; Set Decoration: Rosie Goodwin and Joanne Woollard","NO"
"2013","86","PRODUCTION DESIGN",NA,"THE GREAT GATSBY","Production Design: Catherine Martin; Set Decoration: Beverley Dunn","YES"
"2013","86","PRODUCTION DESIGN",NA,"HER","Production Design: K.K. Barrett; Set Decoration: Gene Serdena","NO"
"2013","86","PRODUCTION DESIGN",NA,"12 YEARS A SLAVE","Production Design: Adam Stockhausen; Set Decoration: Alice Baker","NO"
"2013","86","SHORT FILM","Animated","FERAL","Daniel Sousa and Dan Golden","NO"
"2013","86","SHORT FILM","Animated","GET A HORSE!","Lauren MacMullan and Dorothy McKim","NO"
"2013","86","SHORT FILM","Animated","MR. HUBLOT","Laurent Witz and Alexandre Espigares","YES"
"2013","86","SHORT FILM","Animated","POSSESSIONS","Shuhei Morita","NO"
"2013","86","SHORT FILM","Animated","ROOM ON THE BROOM","Max Lang and Jan Lachauer","NO"
"2013","86","SHORT FILM","Live Action","AQUEL NO ERA YO (THAT WASN'T ME)","Esteban Crespo","NO"
"2013","86","SHORT FILM","Live Action","AVANT QUE DE TOUT PERDRE (JUST BEFORE LOSING EVERYTHING)","Xavier Legrand and Alexandre Gavras","NO"
"2013","86","SHORT FILM","Live Action","HELIUM","Anders Walter and Kim Magnusson","YES"
"2013","86","SHORT FILM","Live Action","PITÄÄKÖ MUN KAIKKI HOITAA? (DO I HAVE TO TAKE CARE OF EVERYTHING?)","Selma Vilhunen and Kirsikka Saari","NO"
"2013","86","SHORT FILM","Live Action","THE VOORMAN PROBLEM","Mark Gill and Baldwin Li","NO"
"2013","86","SOUND EDITING",NA,"ALL IS LOST","Steve Boeddeker and Richard Hymns","NO"
"2013","86","SOUND EDITING",NA,"CAPTAIN PHILLIPS","Oliver Tarney","NO"
"2013","86","SOUND EDITING",NA,"GRAVITY","Glenn Freemantle","YES"
"2013","86","SOUND EDITING",NA,"THE HOBBIT: THE DESOLATION OF SMAUG","Brent Burge and Chris Ward","NO"
"2013","86","SOUND EDITING",NA,"LONE SURVIVOR","Wylie Stateman","NO"
"2013","86","SOUND MIXING",NA,"CAPTAIN PHILLIPS","Chris Burdon; Mark Taylor; Mike Prestwood Smith and Chris Munro","NO"
"2013","86","SOUND MIXING",NA,"GRAVITY","Skip Lievsay; Niv Adiri; Christopher Benstead and Chris Munro","YES"
"2013","86","SOUND MIXING",NA,"THE HOBBIT: THE DESOLATION OF SMAUG","Christopher Boyes; Michael Hedges; Michael Semanick and Tony Johnson","NO"
"2013","86","SOUND MIXING",NA,"INSIDE LLEWYN DAVIS","Skip Lievsay; Greg Orloff and Peter F. Kurland","NO"
"2013","86","SOUND MIXING",NA,"LONE SURVIVOR","Andy Koyama; Beau Borders and David Brownlow","NO"
"2013","86","VISUAL EFFECTS",NA,"GRAVITY","Tim Webber; Chris Lawrence; David Shirk and Neil Corbould","YES"
"2013","86","VISUAL EFFECTS",NA,"THE HOBBIT: THE DESOLATION OF SMAUG","Joe Letteri; Eric Saindon; David Clayton and Eric Reynolds","NO"
"2013","86","VISUAL EFFECTS",NA,"IRON MAN 3","Christopher Townsend; Guy Williams; Erik Nash and Dan Sudick","NO"
"2013","86","VISUAL EFFECTS",NA,"THE LONE RANGER","Tim Alexander; Gary Brozenich; Edson Williams and John Frazier","NO"
"2013","86","VISUAL EFFECTS",NA,"STAR TREK INTO DARKNESS","Roger Guyett; Patrick Tubach; Ben Grossmann and Burt Dalton","NO"
"2013","86","WRITING","Adapted Screenplay","BEFORE MIDNIGHT","Written by Richard Linklater; Julie Delpy; Ethan Hawke","NO"
"2013","86","WRITING","Adapted Screenplay","CAPTAIN PHILLIPS","Screenplay by Billy Ray","NO"
"2013","86","WRITING","Adapted Screenplay","PHILOMENA","Screenplay by Steve Coogan and Jeff Pope","NO"
"2013","86","WRITING","Adapted Screenplay","12 YEARS A SLAVE","Screenplay by John Ridley","YES"
"2013","86","WRITING","Adapted Screenplay","THE WOLF OF WALL STREET","Screenplay by Terence Winter","NO"
"2013","86","WRITING","Original Screenplay","AMERICAN HUSTLE","Written by Eric Warren Singer and David O. Russell","NO"
"2013","86","WRITING","Original Screenplay","BLUE JASMINE","Written by Woody Allen","NO"
"2013","86","WRITING","Original Screenplay","DALLAS BUYERS CLUB","Written by Craig Borten & Melisa Wallack","NO"
"2013","86","WRITING","Original Screenplay","HER","Written by Spike Jonze","YES"
"2013","86","WRITING","Original Screenplay","NEBRASKA","Written by Bob Nelson","NO"
"2013","86","JEAN HERSHOLT HUMANITARIAN AWARD",NA,"ANGELINA JOLIE",NA,"YES"
"2013","86","HONORARY AWARD",NA,"ANGELA LANSBURY; AN ENTERTAINMENT ICON WHO HAS CREATED SOME",NA,"YES"
"2013","86","HONORARY AWARD",NA,"STEVE MARTIN IN RECOGNITION",NA,"YES"
"2013","86","HONORARY AWARD",NA,"TO PIERO TOSI; A VISIONARY WHOSE INCOMPARABLE COSTUME DESIGNS SHAPED TIMELESS; LIVING ART IN MOTION PICTURES.",NA,"YES"
"2013","86","GORDON E. SAWYER AWARD",NA,"PETER W. ANDERSON",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Academy Award of Merit","ALL THOSE WHO BUILT AND OPERATED FILM LABORATORIES;",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Scientific and Engineering Award","OFER ALON",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Scientific and Engineering Award","ERIC VEACH",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Scientific and Engineering Award","ANDRE GAUTHIER; BENOIT SEVIGNY; YVES BOUDREAULT AND ROBERT LANCIAULT",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Scientific and Engineering Award","EMMANUEL PRÉVINAIRE; JAN SPERLING; ETIENNE BRANDT AND TONY POSTIAU",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","OLIVIER MAURY; IAN SACHS AND DAN PIPONI",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","RONALD D. HENDERSON",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","ANDREW CAMENISCH; DAVID CARDWELL AND TIBOR MADJAR",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","MARTIN HILL; JON ALLITT AND NICK MCKENZIE",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","FLORIAN KAINZ; JEFFERY YOST; PHILIP HUBBARD AND JIM HOURIHAN",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","PETER HUANG AND CHRIS PERRY",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","MATT PHARR; GREG HUMPHREYS AND PAT HANRAHAN",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","DR. PETER HILLMAN",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","COLIN DONCASTER; JOHANNES SAAM; AREITO ECHEVARRIA; JANNE KONTKANEN AND CHRIS COOPER",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","THOMAS LOKOVIC AND ERIC VEACH",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","GIFFORD HOOPER AND PHILIP GEORGE",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","JOHN FRAZIER; CHUCK GASPAR AND CLAY PINNEY",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","JOSHUA PINES; DAVID REISNER; LOU LEVINSON; CURTIS CLARK; ASC; AND DAVID REGISTER",NA,"YES"
"2013","86","SCIENTIFIC AND TECHNICAL AWARD","Technical Achievement Award","JEREMY SELAN",NA,"YES"
"2013","86","JOHN A. BONNER MEDAL OF COMMENDATION",NA,"CHARLES ""TAD"" MARBURG IN APPRECIATION",NA,"YES"
"2014","87","ACTOR","LEADING ROLE","FOXCATCHER ","Steve Carell","NO"
"2014","87","ACTOR","LEADING ROLE","AMERICAN SNIPER ","Bradley Cooper","NO"
"2014","87","ACTOR","LEADING ROLE","THE IMITATION GAME ","Benedict Cumberbatch","NO"
"2014","87","ACTOR","LEADING ROLE","BIRDMAN OR (THE UNEXPECTED VIRTUE OF IGNORANCE) ","Michael Keaton","NO"
"2014","87","ACTOR","LEADING ROLE","THE THEORY OF EVERYTHING ","Eddie Redmayne","YES"
"2014","87","ACTOR","SUPPORTING ROLE","THE JUDGE ","Robert Duvall","NO"
"2014","87","ACTOR","SUPPORTING ROLE","BOYHOOD ","Ethan Hawke","NO"
"2014","87","ACTOR","SUPPORTING ROLE","BIRDMAN OR (THE UNEXPECTED VIRTUE OF IGNORANCE) ","Edward Norton","NO"
"2014","87","ACTOR","SUPPORTING ROLE","FOXCATCHER ","Mark Ruffalo","NO"
"2014","87","ACTOR","SUPPORTING ROLE","WHIPLASH ","J.K. Simmons","YES"
"2014","87","ACTRESS","LEADING ROLE","TWO DAYS; ONE NIGHT ","Marion Cotillard","NO"
"2014","87","ACTRESS","LEADING ROLE","THE THEORY OF EVERYTHING ","Felicity Jones","NO"
"2014","87","ACTRESS","LEADING ROLE","STILL ALICE ","Julianne Moore","YES"
"2014","87","ACTRESS","LEADING ROLE","GONE GIRL ","Rosamund Pike","NO"
"2014","87","ACTRESS","LEADING ROLE","WILD ","Reese Witherspoon","NO"
"2014","87","ACTRESS","SUPPORTING ROLE","BOYHOOD ","Patricia Arquette","YES"
"2014","87","ACTRESS","SUPPORTING ROLE","WILD ","Laura Dern","NO"
"2014","87","ACTRESS","SUPPORTING ROLE","THE IMITATION GAME ","Keira Knightley","NO"
"2014","87","ACTRESS","SUPPORTING ROLE","BIRDMAN OR (THE UNEXPECTED VIRTUE OF IGNORANCE) ","Emma Stone","NO"
"2014","87","ACTRESS","SUPPORTING ROLE","INTO THE WOODS ","Meryl Streep","NO"
"2014","87","ANIMATED FEATURE FILM",NA,"BIG HERO 6","Don Hall; Chris Williams and Roy Conli","YES"
"2014","87","ANIMATED FEATURE FILM",NA,"THE BOXTROLLS","Anthony Stacchi; Graham Annable and Travis Knight","NO"
"2014","87","ANIMATED FEATURE FILM",NA,"HOW TO TRAIN YOUR DRAGON 2","Dean DeBlois and Bonnie Arnold","NO"
"2014","87","ANIMATED FEATURE FILM",NA,"SONG OF THE SEA","Tomm Moore and Paul Young","NO"
"2014","87","ANIMATED FEATURE FILM",NA,"THE TALE OF THE PRINCESS KAGUYA","Isao Takahata and Yoshiaki Nishimura","NO"
"2014","87","CINEMATOGRAPHY",NA,"BIRDMAN OR (THE UNEXPECTED VIRTUE OF IGNORANCE)","Emmanuel Lubezki","YES"
"2014","87","CINEMATOGRAPHY",NA,"THE GRAND BUDAPEST HOTEL","Robert Yeoman","NO"
"2014","87","CINEMATOGRAPHY",NA,"IDA","Lukasz Zal and Ryszard Lenczewski","NO"
"2014","87","CINEMATOGRAPHY",NA,"MR. TURNER","Dick Pope","NO"
"2014","87","CINEMATOGRAPHY",NA,"UNBROKEN","Roger Deakins","NO"
"2014","87","COSTUME DESIGN",NA,"THE GRAND BUDAPEST HOTEL","Milena Canonero","YES"
"2014","87","COSTUME DESIGN",NA,"INHERENT VICE","Mark Bridges","NO"
"2014","87","COSTUME DESIGN",NA,"INTO THE WOODS","Colleen Atwood","NO"
"2014","87","COSTUME DESIGN",NA,"MALEFICENT","Anna B. Sheppard","NO"
"2014","87","COSTUME DESIGN",NA,"MR. TURNER","Jacqueline Durran","NO"
"2014","87","DIRECTING",NA,"BIRDMAN OR (THE UNEXPECTED VIRTUE OF IGNORANCE)","Alejandro G. Iñárritu","YES"
"2014","87","DIRECTING",NA,"BOYHOOD","Richard Linklater","NO"
"2014","87","DIRECTING",NA,"FOXCATCHER","Bennett Miller","NO"
"2014","87","DIRECTING",NA,"THE GRAND BUDAPEST HOTEL","Wes Anderson","NO"
"2014","87","DIRECTING",NA,"THE IMITATION GAME","Morten Tyldum","NO"
"2014","87","DOCUMENTARY","Feature","CITIZENFOUR","Laura Poitras; Mathilde Bonnefoy and Dirk Wilutzky","YES"
"2014","87","DOCUMENTARY","Feature","FINDING VIVIAN MAIER","John Maloof and Charlie Siskel","NO"
"2014","87","DOCUMENTARY","Feature","LAST DAYS IN VIETNAM","Rory Kennedy and Keven McAlester","NO"
"2014","87","DOCUMENTARY","Feature","THE SALT OF THE EARTH","Wim Wenders; Juliano Ribeiro Salgado and David Rosier","NO"
"2014","87","DOCUMENTARY","Feature","VIRUNGA","Orlando von Einsiedel and Joanna Natasegara","NO"
"2014","87","DOCUMENTARY","Short Subject","CRISIS HOTLINE: VETERANS PRESS 1","Ellen Goosenberg Kent and Dana Perry","YES"
"2014","87","DOCUMENTARY","Short Subject","JOANNA","Aneta Kopacz","NO"
"2014","87","DOCUMENTARY","Short Subject","OUR CURSE","Tomasz Sliwinski and Maciej Slesicki","NO"
"2014","87","DOCUMENTARY","Short Subject","THE REAPER (LA PARKA)","Gabriel Serra Arguello","NO"
"2014","87","DOCUMENTARY","Short Subject","WHITE EARTH","J. Christian Jensen","NO"
"2014","87","FILM EDITING",NA,"AMERICAN SNIPER","Joel Cox and Gary D. Roach","NO"
"2014","87","FILM EDITING",NA,"BOYHOOD","Sandra Adair","NO"
"2014","87","FILM EDITING",NA,"THE GRAND BUDAPEST HOTEL","Barney Pilling","NO"
"2014","87","FILM EDITING",NA,"THE IMITATION GAME","William Goldenberg","NO"
"2014","87","FILM EDITING",NA,"WHIPLASH","Tom Cross","YES"
"2014","87","FOREIGN LANGUAGE FILM",NA,"IDA","Poland","YES"
"2014","87","FOREIGN LANGUAGE FILM",NA,"LEVIATHAN","Russia","NO"
"2014","87","FOREIGN LANGUAGE FILM",NA,"TANGERINES","Estonia","NO"
"2014","87","FOREIGN LANGUAGE FILM",NA,"TIMBUKTU","Mauritania","NO"
"2014","87","FOREIGN LANGUAGE FILM",NA,"WILD TALES","Argentina","NO"
"2014","87","MAKEUP AND HAIRSTYLING",NA,"FOXCATCHER","Bill Corso and Dennis Liddiard","NO"
"2014","87","MAKEUP AND HAIRSTYLING",NA,"THE GRAND BUDAPEST HOTEL","Frances Hannon and Mark Coulier","YES"
"2014","87","MAKEUP AND HAIRSTYLING",NA,"GUARDIANS OF THE GALAXY","Elizabeth Yianni-Georgiou and David White","NO"
